Year,Month,avgtemp,cloud_cover,diurnal_temperature_range,ground_frost_frequency,maxtemp,mintemp,potentialevapotranspiration,precipitation,Reference_crop_evapotranspiration,vapour_pressure,wet_day_frequency
1933,Dec,24.024,35.393,7.941,0.29,28.0,20.059,4.81,325.534,35.393,23.659000000000002,6.9188
1934,Dec,23.724,34.07,7.941,0.3577,27.7,19.758,4.82,39.228,34.07,23.759,1.8928
1935,Dec,24.311999999999998,36.593,7.941,0.1506,28.288,20.347,4.79,63.907,36.593,23.659000000000002,2.4638
1936,Dec,24.811999999999998,36.593,7.941,0.0,28.788,20.846999999999998,4.82,38.036,36.593,23.87,4.0698
1937,Dec,23.535,35.393,7.941,0.3412,27.511999999999997,19.570999999999998,4.79,136.695,35.393,23.659000000000002,4.5728
1938,Dec,24.211,36.881,7.941,0.2165,28.188000000000002,20.247,4.8,68.062,36.881,23.381999999999998,2.8904
1939,Dec,24.424,34.993,7.941,0.14,28.4,20.458,4.86,19.344,34.993,23.87,1.6088
1940,Dec,24.424,37.693000000000005,7.941,0.0,28.4,20.458,4.77,106.664,37.693000000000005,23.87,4.1256
1941,Dec,24.324,36.481,7.941,0.0,28.3,20.359,4.8,223.69400000000002,36.481,23.87,6.5116
1942,Dec,24.412,40.405,7.941,0.0189,28.388,20.447,4.72,235.425,40.405,23.87,5.6563
1943,Dec,24.223000000000003,35.393,7.941,0.2776,28.2,20.259,4.81,91.84299999999999,35.393,23.87,4.0268
1944,Dec,24.223000000000003,35.693000000000005,7.941,0.2458,28.2,20.259,4.82,256.462,35.693000000000005,23.87,4.832
1945,Dec,23.811999999999998,35.894,7.941,0.29,27.788,19.847,4.8,11.359000000000002,35.894,23.482,1.2658
1946,Dec,24.424,40.494,7.941,0.0,28.4,20.458,4.72,640.322,40.494,23.87,8.3243
1947,Dec,24.211,36.593,7.941,0.2335,28.188000000000002,20.247,4.8,26.28,36.593,23.759,3.9895
1948,Dec,24.123,35.493,7.941,0.2665,28.1,20.158,4.85,66.494,35.493,23.87,3.6476
1949,Dec,23.823,32.158,7.941,0.2312,27.8,19.859,4.89,1.435,32.158,23.459,1.4123
1950,Dec,24.123,35.093,7.941,0.2011,28.1,20.158,4.82,8.135,35.093,23.77,1.9069
1951,Dec,24.223000000000003,32.894,7.941,0.1453,28.2,20.259,4.88,1.964,32.894,23.87,1.3734
1952,Dec,24.435,36.505,7.941,0.0,28.410999999999998,20.47,4.8,345.53,36.505,24.459,8.7061
1953,Dec,24.112,32.894,7.941,0.2165,28.089000000000002,20.147000000000002,4.87,29.963,32.894,23.87,2.3609999999999998
1954,Dec,24.112,37.082,7.941,0.1512,28.089000000000002,20.147000000000002,4.77,243.203,37.082,23.87,6.3856
1955,Dec,23.324,35.393,7.941,0.5411,27.3,19.358,4.79,118.53,35.393,22.859,5.9475
1956,Dec,23.724,34.905,7.941,0.26,27.7,19.758,4.81,138.19,34.905,23.87,3.9339999999999997
1957,Dec,24.511999999999997,38.617,7.941,0.0,28.489,20.546,4.75,1.847,38.617,23.87,1.8028
1958,Dec,24.523000000000003,36.893,7.941,0.0,28.5,20.558000000000003,4.8,60.556000000000004,36.893,23.87,2.3729
1959,Dec,24.024,36.181,7.941,0.0,28.0,20.059,4.8,25.186999999999998,36.181,23.87,2.9004
1960,Dec,24.324,36.569,7.941,0.0,28.3,20.359,4.77,101.831,36.569,23.87,3.2017
1961,Dec,23.612,37.494,7.941,0.3589,27.588,19.647000000000002,4.77,11.895999999999999,37.494,23.359,2.2186
1962,Dec,24.511999999999997,36.77,7.941,0.0177,28.489,20.546,4.81,87.29799999999999,36.77,23.87,4.94
1963,Dec,24.324,36.593,7.941,0.0,28.3,20.359,4.8,155.32,36.593,23.87,6.645
1964,Dec,24.024,32.87,7.941,0.1988,28.0,20.059,4.84,17.005,32.87,23.87,3.1782
1965,Dec,24.712,38.629,7.941,0.0,28.688000000000002,20.747,4.75,294.415,38.629,23.87,6.9431
1966,Dec,24.324,36.593,7.941,0.0,28.3,20.359,4.81,109.85600000000001,36.593,23.87,4.6156
1967,Dec,24.611,40.847,7.941,0.0,28.588,20.647,4.71,359.024,40.847,23.87,7.5897
1968,Dec,24.211,35.906,7.941,0.0,28.188000000000002,20.247,4.81,154.468,35.906,23.87,4.5771
1969,Dec,24.112,39.429,7.941,0.0677,28.089000000000002,20.147000000000002,4.75,115.77,39.429,23.581999999999997,7.1612
1970,Dec,22.824,28.74,7.941,0.6511,26.8,18.859,4.89,10.719000000000001,28.74,22.47,1.6034
1971,Dec,23.412,34.74,7.941,0.4512,27.388,19.447,4.81,154.592,34.74,22.570999999999998,6.0342
1972,Dec,24.846999999999998,40.958,7.941,0.0,28.823,20.881999999999998,4.72,402.333,40.958,23.87,7.8161
1973,Dec,23.8,37.281,7.941,0.3347,27.776999999999997,19.836,4.79,159.475,37.281,23.47,4.1904
1974,Dec,23.724,30.982,7.941,0.3341,27.7,19.758,4.89,6.289,30.982,23.87,1.0934
1975,Dec,23.523000000000003,34.193000000000005,7.941,0.45,27.5,19.559,4.82,26.578000000000003,34.193000000000005,22.982,3.0039
1976,Dec,24.912,34.705,7.941,0.0,28.889,20.947,4.88,13.540999999999999,34.705,23.593000000000004,2.3679
1977,Dec,24.336,35.069,7.853,0.0277,28.311999999999998,20.458,4.82,15.373,35.069,23.87,1.4481
1978,Dec,24.435,43.129,7.941,0.0,28.410999999999998,20.47,4.69,426.25699999999995,43.129,23.881999999999998,6.6173
1979,Dec,25.136,38.005,7.941,0.0,29.111,21.17,4.8,67.218,38.005,23.982,3.5481
1980,Dec,24.523000000000003,38.493,7.941,0.0,28.5,20.558000000000003,4.77,111.204,38.493,23.87,4.1079
1981,Dec,23.923000000000002,37.394,7.742000000000001,0.1094,27.8,20.059,4.72,105.8,37.394,23.87,4.7264
1982,Dec,24.435,36.117,8.142000000000001,0.0,28.511999999999997,20.37,4.88,62.011,36.117,23.87,3.6180000000000003
1983,Dec,24.523000000000003,36.593,7.941,0.0,28.5,20.558000000000003,4.8,311.055,36.593,23.87,6.7356
1984,Dec,24.424,36.105,7.941,0.0,28.4,20.458,4.8,121.929,36.105,24.27,4.6671
1985,Dec,24.523000000000003,36.593,7.941,0.0,28.5,20.558000000000003,4.8,117.48100000000001,36.593,23.87,4.1704
1986,Dec,25.224,37.181999999999995,7.941,0.0,29.2,21.258000000000003,4.81,96.086,37.181999999999995,25.147,5.2169
1987,Dec,24.635,36.593,7.941,0.0,28.612,20.671,4.82,317.744,36.593,23.87,7.0498
1988,Dec,24.635,36.593,7.941,0.0,28.612,20.671,4.8,97.977,36.593,23.87,5.1799
1989,Dec,24.336,36.593,7.941,0.0,28.311999999999998,20.37,4.8,130.255,36.593,23.87,4.1987
1990,Dec,24.935,36.593,7.941,0.0,28.912,20.971,4.81,50.707,36.593,23.87,4.8335
1991,Dec,24.635,36.593,7.941,0.0177,28.612,20.671,4.81,6.3260000000000005,36.593,23.87,2.0498
1992,Dec,24.324,36.593,7.941,0.0965,28.3,20.359,4.81,125.961,36.593,23.87,4.0916
1993,Dec,24.511999999999997,36.593,7.941,0.13,28.489,20.546,4.8,286.091,36.593,23.87,7.4121
1994,Dec,24.135,36.593,7.941,0.0741,28.112,20.17,4.79,35.342,36.593,23.87,2.4246
1995,Dec,24.623,36.593,7.941,0.0,28.6,20.659000000000002,4.82,17.521,36.593,23.87,1.5799
1996,Dec,24.511999999999997,40.24,7.941,0.0,28.489,20.546,4.75,374.415,40.24,23.87,6.8516
1997,Dec,24.846999999999998,36.14,7.941,0.0,28.823,20.881999999999998,4.79,338.405,36.14,24.359,8.4251
1998,Dec,24.535,39.399,7.941,0.0,28.511999999999997,20.57,4.78,252.36900000000003,39.399,23.87,6.2562
1999,Dec,24.523000000000003,34.229,7.941,0.0,28.5,20.558000000000003,4.84,75.501,34.229,23.87,3.1264
2000,Dec,24.523000000000003,33.558,7.941,0.0,28.5,20.558000000000003,4.85,56.926,33.558,23.87,3.3492
2001,Dec,24.523000000000003,38.352,7.941,0.0,28.5,20.558000000000003,4.77,211.903,38.352,23.87,5.3038
2002,Dec,24.523000000000003,30.951999999999998,7.941,0.0,28.5,20.558000000000003,4.89,41.369,30.951999999999998,23.87,3.1468
